google,amazon,microsoft,ibm
0.0,0.5609608888626099,0.8193352222442627,0.7368
0.20000000298023224,0.5865538716316223,0.9235795736312866,0.927184
0.0,0.05490706115961075,0.9868735074996948,0.876973
0.0,0.5863454341888428,0.9169721603393555,0.96007
0.0,0.8706232905387878,0.905318558216095,0.988573
0.10000000149011612,0.9337854385375977,0.901718020439148,0.633428
0.20000000298023224,0.4617379307746887,0.7846267223358154,0.875901
0.4000000059604645,0.9555358290672302,0.5,0.975529
0.4000000059604645,0.9377415180206299,0.9361567497253418,0.747368
0.30000001192092896,0.46756696701049805,0.5,0.97164
0.0,0.7334818840026855,0.7865899801254272,0.827527
0.10000000149011612,0.13395409286022186,0.5,0.612213
0.20000000298023224,0.5660333037376404,0.5,0.680226
0.20000000298023224,0.42400923371315,0.5,0.782884
0.0,0.7871170043945312,0.9948004484176636,0.991367
0.0,0.9493081569671631,0.9389414191246033,0.991367
0.0,0.941707193851471,0.905318558216095,0.994134
0.5,0.991266667842865,0.9479361772537231,0.988573
0.5,0.6384422183036804,0.5,0.968047
0.0,0.9823845028877258,0.5,0.628452
0.4000000059604645,0.9722027778625488,0.9636111855506897,0.714027
0.8999999761581421,0.9320977926254272,0.9904570579528809,0.959768
0.0,0.9799181818962097,0.9498183131217957,0.99458
0.0,0.5762813091278076,0.5,0.963146
0.4000000059604645,0.8199700117111206,0.9489486813545227,0.988573
0.10000000149011612,0.8431196212768555,0.5,0.885402
0.699999988079071,0.7406846284866333,0.9564323425292969,0.770978
0.5,0.9320035576820374,0.9562326669692993,0.892969
0.5,0.04859836772084236,0.9951257705688477,0.887522
0.0,0.4158520996570587,0.9522307515144348,0.983079
0.0,0.8507866859436035,0.9125044345855713,0.938169
0.30000001192092896,0.4549897313117981,0.9223580360412598,0.988573
0.20000000298023224,0.6765041351318359,0.9176243543624878,0.832285
-0.20000000298023224,0.1812594085931778,0.19908767938613892,0.644162
0.8999999761581421,0.9663407802581787,0.5,-0.833923
0.6000000238418579,0.9806507229804993,0.5,0.995956
0.20000000298023224,0.9910832643508911,0.5,0.886648
0.4000000059604645,0.99205082654953,0.5,0.753319
0.4000000059604645,0.9829498529434204,0.5,0.466814
0.30000001192092896,0.6157636046409607,0.5,0.933397
0.10000000149011612,0.9268279075622559,0.5,0.362142
0.5,0.9434465765953064,0.9959636926651001,0.690704
0.20000000298023224,0.26919466257095337,0.9633278846740723,0.994648
0.0,0.5729967355728149,0.9490314722061157,0.96945
0.0,0.40431201457977295,0.915630042552948,0.979046
0.0,0.8592000603675842,0.8094680905342102,0.988573
0.10000000149011612,0.7816965579986572,0.5,0.651099
0.30000001192092896,0.38533690571784973,0.8679423928260803,0.935281
0.0,0.7076795101165771,0.5,0.783423
0.10000000149011612,0.15181273221969604,0.5,0.663949
-0.20000000298023224,0.7574500441551208,0.5,0.659667
0.5,0.9005694389343262,0.8149823546409607,0.832595
0.30000001192092896,0.9044497609138489,0.5,0.551761
0.20000000298023224,0.5269359350204468,0.7552365660667419,0.861711
0.30000001192092896,0.556544840335846,0.9624857902526855,0.432126
0.0,0.9216052889823914,0.8857691287994385,0.966286
0.20000000298023224,0.4880625605583191,0.5,0.624312
0.20000000298023224,0.13133853673934937,0.5,0.504739
0.20000000298023224,0.3072147071361542,0.5,0.780763
0.5,0.9120044708251953,0.9826087951660156,0.761516
0.0,0.4351152181625366,0.8929492235183716,0.895904
0.0,0.824044406414032,0.85606849193573,0.667749
0.5,0.927854061126709,0.8973861932754517,0.833766
0.10000000149011612,0.4847882091999054,0.9891148805618286,0.969957
0.20000000298023224,0.8468335866928101,0.9831265211105347,0.961035
0.0,0.9333692193031311,0.9840482473373413,0.979898
0.10000000149011612,0.3919443190097809,0.8821783065795898,0.984274
